Tourist ID,Interés,Desde,Lugar Recomendado,Ciudad,País,Rating
848,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
848,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
848,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
852,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
854,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
857,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
857,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
857,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
857,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
858,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
858,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
858,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
870,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
870,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
870,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
870,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
870,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
878,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
879,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
879,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
882,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
882,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
882,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
882,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
882,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
898,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
903,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
903,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
903,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
904,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
904,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
904,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
904,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
904,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
909,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
909,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
918,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
929,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
929,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
940,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
940,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
940,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
945,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
945,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
958,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
958,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
958,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
958,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
963,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
963,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
967,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
967,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
967,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
967,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
971,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
971,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
971,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
971,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
971,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
971,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
975,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
975,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
975,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
975,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
981,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
981,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
981,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
996,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
996,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
999,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
999,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1042,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1042,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1042,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1048,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1048,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1048,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1063,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1064,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1064,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1069,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1071,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1071,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1071,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
1071,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
1073,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1073,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1073,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1073,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1081,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1081,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
1082,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1087,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1100,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1100,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1110,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1142,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1142,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
1142,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
1142,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1142,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1142,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
1143,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1143,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1143,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
1143,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
1144,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1144,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1147,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
1147,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
1147,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
1147,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1147,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1147,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1147,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1147,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1150,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1150,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
1150,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
1159,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
1159,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
1159,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1159,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1162,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1162,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1162,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1162,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
1162,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
1165,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1165,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1169,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1169,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1169,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
1169,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
1169,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1171,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1171,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1171,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1176,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1176,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1177,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1177,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1193,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1193,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1193,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1199,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1199,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1199,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1210,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1210,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1214,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1214,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1214,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1232,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
1232,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1234,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
1234,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
1238,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1244,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1245,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1252,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1252,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1254,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1254,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1254,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1258,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1262,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
1262,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
1262,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1262,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1267,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
1267,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
1267,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
1267,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
1267,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1271,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1271,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1278,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1283,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1283,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
1283,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
1283,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1290,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
1290,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
1290,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
1291,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
1291,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1296,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1301,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1305,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1323,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
1323,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1336,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1336,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
1336,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
1336,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
1336,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
1342,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1342,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1342,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1350,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1355,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1355,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1355,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1355,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1360,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1360,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1360,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1369,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1369,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1377,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1377,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1379,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1379,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1388,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1395,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1395,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1395,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
1402,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1410,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1410,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1410,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
1410,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
1410,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
1410,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
1410,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1410,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1410,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1414,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
1414,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
1414,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
1414,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
1414,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1414,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1434,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1434,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1437,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1437,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1437,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1440,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
1440,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
1440,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1440,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1440,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
1440,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
1453,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1458,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1458,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
1458,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
1459,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1459,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1459,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1459,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1461,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
1461,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
1468,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1470,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1498,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1498,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1501,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1502,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1502,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1507,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1518,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
1520,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1520,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
1520,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1520,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1527,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1532,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1535,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1535,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1535,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1539,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
1539,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
1539,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
1546,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
1546,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1546,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1551,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1552,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1552,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1552,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
1552,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
1556,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1571,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1571,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1572,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
1578,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
1578,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
1578,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
1590,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1590,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
1590,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
1600,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1601,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1607,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1607,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1607,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
1607,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
1607,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1607,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1608,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1608,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1608,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1609,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1624,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
1624,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
1624,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
1630,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1630,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1630,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1644,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1644,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1644,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1651,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
1651,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
1651,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
1656,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1656,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1656,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
1656,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
1656,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
1657,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1657,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1671,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1671,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1671,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1671,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1678,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1678,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1678,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
1678,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
1678,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
1678,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
1681,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1688,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1688,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1688,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1688,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1692,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1692,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1692,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1692,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
1705,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1705,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1705,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1705,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1705,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1709,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1709,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1711,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
1711,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
1711,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
1711,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
1719,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1719,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1719,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1719,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1719,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1736,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1738,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1741,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1741,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
1741,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
1741,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
1741,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
1741,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1745,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1747,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1747,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1747,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1747,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1749,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1749,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
1751,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1754,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1754,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1754,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
1754,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
1754,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1769,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
1769,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
1769,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1769,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1771,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1771,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
